Title,Authors,Year,Venue,Index
warlock: a data allocation tool for parallel warehouses.,"thomas stöhr, erhard rahm",2001,vldb,53e9a54eb7602d9702e74813
managing data from high-throughput genomic processing: a case study.,"toby bloom, ted sharpe",2004,vldb,53e9bb37b7602d970477820f
star-cubing: computing iceberg cubes by top-down and bottom-up integration.,"dong xin, jiawei han, xiaolei li, benjamin w. wah",2003,vldb,53e998cdb7602d9702105a86
a database striptease or how to manage your personal databases.,"martin l. kersten, gerhard weikum, michael j. franklin, daniel a. keim, alejandro p. buchmann, surajit chaudhuri",2003,vldb,53e9aa5cb7602d97033c9f05
xsearch: a semantic search engine for xml.,"sara cohen, jonathan mamou, yaron kanza, yehoshua sagiv",2003,vldb,53e99d28b7602d97025df472
query engines for web-accessible xml data.,"leonidas fegaras, ramez elmasri",2001,vldb,53e9b962b7602d9704552341
"adaptive, hands-off stream mining.","spiros papadimitriou, anthony brockwell, christos faloutsos",2003,vldb,53e9aafab7602d970347fcab
a single pass computing engine for interactive analysis of vldbs.,ted mihalisin,1998,vldb,53e9a7e3b7602d97031206c4
database tuning advisor for microsoft sql server 2005.,"sanjay agrawal, surajit chaudhuri, lubor kollár, arunprasad p. marathe, vivek r. narasayya, manoj syamala",2004,vldb,53e99e53b7602d9702715da5
on-demand data elevation in hierarchical multimedia storage servers.,"peter triantafillou, thomas papadakis",1997,vldb,53e9ad34b7602d9703719e4f
practical applications of triggers and constraints: success and lingering issues (10-year award).,"stefano ceri, roberta cochrane, jennifer widom",2000,vldb,53e9a6aeb7602d9702fe41fc
sting: a statistical information grid approach to spatial data mining.,"wei wang 0010, jiong yang, richard r. muntz",1997,vldb,53e9b51bb7602d970404e08b
practical issues with commercial use of federated databases.,jim kleewein,1996,vldb,53e9b6a7b7602d97042245d5
efficient query processing for multi-dimensionally clustered tables in db2.,"bishwaranjan bhattacharjee, sriram padmanabhan, timothy malkemus, tony lai, leslie cranston, matthew huras",2003,vldb,53e9a026b7602d970290b149
compressed accessibility map: efficient access control for xml.,"ting yu, divesh srivastava, laks v. s. lakshmanan, h. v. jagadish",2002,vldb,53e9a8c5b7602d97032180b9
operator scheduling in a data stream manager.,"donald carney, ugur çetintemel, alex rasin, stanley b. zdonik, mitch cherniack, michael stonebraker",2003,vldb,53e9a145b7602d9702a367b8
optimal grid-clustering: towards breaking the curse of dimensionality in high-dimensional clustering.,"alexander hinneburg, daniel a. keim",1999,vldb,53e9a848b7602d970318ec79
comparing hybrid peer-to-peer systems.,"beverly yang, hector garcia-molina",2001,vldb,53e9a6bbb7602d9702ff0011
an adaptive hybrid server architecture for client caching odbmss.,"kaladhar voruganti, m. tamer özsu, ronald c. unrau",1999,vldb,53e9a508b7602d9702e266c0
garbage collection in object oriented databases using transactional cyclic reference counting.,"srinivas ashwin, prasan roy, s. seshadri, abraham silberschatz, s. sudarshan 0001",1997,vldb,53e99bf8b7602d97024a44f1
discovery of influence sets in frequently updated databases.,"ioana stanoi, mirek riedewald, divyakant agrawal, amr el abbadi",2001,vldb,53e9b469b7602d9703f675f1
how to summarize the universe: dynamic maintenance of quantiles.,"anna c. gilbert, yannis kotidis, s. muthukrishnan, martin strauss",2002,vldb,53e9aa24b7602d9703393716
a non-uniform data fragmentation strategy for parallel main-menory database systems.,"nick bassiliades, ioannis p. vlahavas",1995,vldb,53e9aae5b7602d9703464fa7
"biological data management: research, practice and opportunities.","thodoros topaloglou, susan b. davidson, h. v. jagadish, victor m. markowitz, evan w. steeg, mike tyers",2004,vldb,53e9adc2b7602d97037c7d64
duplicate removal in information system dissemination.,"tak w. yan, hector garcia-molina",1995,vldb,53e9b95bb7602d97045473c8
"o-o, what have they done to db2?","michael j. carey, donald d. chamberlin, srinivasa narayanan, bennet vance, doug doole, serge rielau, richard swagerman, nelson mendonça mattos",1999,vldb,53e9b037b7602d9703a96bc1
the worlinfo assistant: spatio-temporal information integration on the web.,"josé luis ambite, craig a. knoblock, mohammad r. kolahdouzan, maria muslea, cyrus shahabi, snehal thakkar",2001,vldb,53e9a603b7602d9702f34e01
"the hbp-tree: a modified hb-tree supporting concurrency, recovery and node consolidation.","georgios evangelidis, david b. lomet, betty salzberg",1995,vldb,53e99d4cb7602d9702603dec
self-tuning database technology and information services: from wishful thinking to viable engineering.,"gerhard weikum, axel mönkeberg, christof hasse, peter zabback",2002,vldb,53e9bd46b7602d97049d5bf6
locating data sources in large distributed systems.,"leonidas galanis, yuan wang, shawn r. jeffery, david j. dewitt",2003,vldb,53e9b0c7b7602d9703b3dbb9
storage and querying of e-commerce data.,"rakesh agrawal, amit somani, yirong xu",2001,vldb,53e9a727b7602d970305ec74
oracle8i index-organized table and its application to new domains.,"jagannathan srinivasan, souripriya das, chuck freiwald, eugene inseok chong, mahesh jagannath, aravind yalamanchi, ramkumar krishnan, anh-tuan tran, samuel defazio, jayanta banerjee",2000,vldb,53e99a2bb7602d97022870b8
indexing the distance: an efficient method to knn processing.,"cui yu, beng chin ooi, kian-lee tan, h. v. jagadish",2001,vldb,53e99be3b7602d970249027f
olap++: powerful and easy-to-use federations of olap and object databases.,"junmin gu, torben bach pedersen, arie shoshani",2000,vldb,53e9bc53b7602d97048cb96c
smart: making db2 (more) autonomic.,"guy m. lohman, sam lightstone",2002,vldb,53e9b4d4b7602d9703ff52c9
critical database technologies for high energy physics.,"david m. malon, edward n. may",1997,vldb,53e99d28b7602d97025ddc26
"ratio rules: a new paradigm for fast, quantifiable data mining.","flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",1998,vldb,53e99fb5b7602d9702891957
the zero latency enterprise.,dave liles,2000,vldb,53e99af2b7602d970237ec1a
filter trees for managing spatial data over a range of size granularities,"kenneth c. sevcik, nick koudas",1996,vldb,53e99f94b7602d970286b4a3
leo - db2's learning optimizer.,"michael stillger, guy m. lohman, volker markl, mokhtar kandil",2001,vldb,53e9afbab7602d9703a0a1aa
scientific journals: extinction or explosion? (panel).,"raghu ramakrishnan, hector garcia-molina, gerhard rossbach, abraham silberschatz, gio wiederhold, jaco zijlstra",1995,vldb,53e9ba39b7602d9704647414
implementing abstract objects with inheritance in datalogneg.,hasan m. jamil,1997,vldb,53e9b6b9b7602d970424226b
lh*rs: a highly available distributed data storage.,"witold litwin, rim moussa, thomas j. e. schwarz",2004,vldb,53e999adb7602d97021ef9cb
networked data management design points.,james r. hamilton,1999,vldb,53e9afe1b7602d9703a37530
performance measurements of compressed bitmap indices.,theodore johnson,1999,vldb,53e99dfeb7602d97026bf92d
design and analysis of parametric query optimization algorithms.,sumit ganguly,1998,vldb,53e9b768b7602d970430b127
an extendible hash for multi-precision similarity querying of image databases.,"shu lin, m. tamer özsu, vincent oria, raymond t. ng",2001,vldb,53e9a17fb7602d9702a6f832
systematic development of data mining-based data quality tools.,"dominik lübbers, udo grimmer, matthias jarke",2003,vldb,53e9af13b7602d970394e3f3
query processing in tertiary memory databases.,sunita sarawagi,1995,vldb,53e9b4b4b7602d9703fcca63
the design of griddb: a data-centric overlay for the scientific grid.,"david t. liu, michael j. franklin",2004,vldb,53e9a80db7602d97031531bb
querying and mining data streams: you only get one look.,"minos n. garofalakis, johannes gehrke",2002,vldb,53e998a3b7602d97020de9db
bank of america case study: the information currency advantage.,"felipe cariño, mark jahnke",1998,vldb,53e9b586b7602d97040c7372
linear road: a stream data management benchmark.,"arvind arasu, mitch cherniack, eduardo f. galvez, david maier, anurag maskey, esther ryvkina, michael stonebraker, richard tibbetts",2004,vldb,53e99ec3b7602d970278b223
"fast similarity search in the presence of noise, scaling, and translation in time-series databases.","rakesh agrawal, king-ip lin, harpreet s. sawhney, kyuseok shim",1995,vldb,53e99fefb7602d97028cc813
a scalable algorithm for answering queries using views.,"rachel pottinger, alon y. levy",2000,vldb,53e9ae17b7602d97038278be
using referential integrity to easily define consistent subset replicas.,brad hammond,1996,vldb,53e9b295b7602d9703d3ac79
querying shapes of histories.,"rakesh agrawal, giuseppe psaila, edward l. wimmers, mohamed zaït",1995,vldb,53e99afdb7602d9702389d65
miro web: integrating multiple data sources through semistructured data types.,"luc bouganim, tatiana chan-sine-ying, tuyet-tram dang-ngoc, jean-luc darroux, georges gardarin, fei sha",1999,vldb,53e99aa5b7602d970231e348
french government activity in the conservation of data and electronic documents.,serge novaretti,2001,vldb,53e9a547b7602d9702e6cabf
loading the data warehouse across various parallel architectures,vijay v. raghavan,1996,vldb,53e9ba69b7602d9704688cf7
automation in information extraction and data integration.,sunita sarawagi,2002,vldb,53e9a8ffb7602d970324e83e
from focused crawling to expert information: an application framework for web exploration and portal generation.,"sergej sizov, jens graupmann, martin theobald",2003,vldb,53e9a317b7602d9702c2071d
form-based proxy caching for database-backed web sites.,"qiong luo, jeffrey f. naughton",2001,vldb,53e9a3e1b7602d9702cf3aea
offering a precision-performance tradeoff for aggregation queries over replicated data.,"chris olston, jennifer widom",2000,vldb,53e9b4a1b7602d9703fadfb7
"information, communication, and money: for what can we charge and how can we meter it?","stephen blott, henry f. korth, abraham silberschatz",1998,vldb,53e99f69b7602d970283b34d
qcluster: relevance feedback using adaptive clustering for content-based image retrieval.,"deok-hwan kim, chin-wan chung",2003,sigmod conference,53e9ab55b7602d97034e6d89
optimization of query streams using semantic prefetching.,"ivan t. bowman, kenneth salem",2004,sigmod conference,53e9ac82b7602d970365667d
knocking the door to the deep web: integration of web query interfaces.,"bin he, zhen zhang, kevin chen-chuan chang",2004,sigmod conference,53e9b884b7602d9704452a4d
mining long sequential patterns in a noisy environment.,"jiong yang, wei wang 0010, philip s. yu, jiawei han",2002,sigmod conference,53e9b8eeb7602d97044d1c33
managing healthcare data hippocratically.,"rakesh agrawal, ameet kini, kristen lefevre, amy wang, yirong xu, diana zhou",2004,sigmod conference,53e99a62b7602d97022ce2ad
mixed mode xml query processing.,"alan halverson, josef burger, leonidas galanis, ameet kini, rajasekar krishnamurthy, ajith nagaraja rao, feng tian, stratis viglas, yuan wang, jeffrey f. naughton, david j. dewitt",2003,vldb,53e9b043b7602d9703aa66c2
java and relational databases: sqlj (tutorial).,"gray clossman, phil shaw, mark hapner, johannes klein, richard pledereder, brian becker",1998,sigmod conference,53e99fe4b7602d97028c009a
oracle xml db repository.,viswanathan krishnamurthy,2003,sigmod conference,53e99b2cb7602d97023c8c46
delivering high availability for inktomi search engines.,eric a. brewer,1998,sigmod conference,53e9ae29b7602d970383d3ba
contorting high dimensional data for efficient main memory processing.,"bin cui, beng chin ooi, jianwen su, kian-lee tan",2003,sigmod conference,53e9bd0bb7602d9704993115
rate-based query optimization for streaming information sources.,"stratis viglas, jeffrey f. naughton",2002,sigmod conference,53e9a7f1b7602d9703132dca
secure xml querying with security views.,"wenfei fan, chee yong chan, minos n. garofalakis",2004,sigmod conference,53e9ae2eb7602d9703842dff
maids: mining alarming incidents from data streams.,"y. dora cai, david clutter, greg pape, jiawei han, michael welge, loretta auvil",2004,sigmod conference,53e9a627b7602d9702f5406b
order-preserving encryption for numeric data.,"rakesh agrawal, jerry kiernan, ramakrishnan srikant, yirong xu",2004,sigmod conference,53e9b11db7602d9703b9ab51
indexing spatio-temporal trajectories with chebyshev polynomials.,"yuhan cai, raymond t. ng",2004,sigmod conference,53e9b0d8b7602d9703b5234e
ptool: a light weight persistent object manager.,"robert l. grossman, david hanley, xiao qin",1995,sigmod conference,53e9a060b7602d970294835d
stream processing of xpath queries with predicates.,"ashish kumar gupta, dan suciu",2003,sigmod conference,53e9a5a8b7602d9702ed4a4f
transactional publish / subscribe: the proactive multicast of database changes.,arvola chan,1998,sigmod conference,53e9aed1b7602d97038fced2
data streams: fresh current or stagnant backwater? (panel).,"joseph m. hellerstein, jennifer widom",2002,sigmod conference,53e9bbeab7602d970483efb6
security of shared data in large systems: state of the art and research directions.,"arnon rosenthal, marianne winslett",2004,sigmod conference,53e9bc96b7602d970491374f
a system for watermarking relational databases.,"rakesh agrawal, peter j. haas, jerry kiernan",2003,sigmod conference,53e9bb0fb7602d970474b559
toss: an extension of tax with ontologies and similarity queries.,"edward hung, yu deng, v. s. subrahmanian",2004,sigmod conference,53e9bcd9b7602d970495d880
adaptive stream resource management using kalman filters.,"ankur jain, edward y. chang, yuan-fang wang",2004,sigmod conference,53e9a32eb7602d9702c39d26
fast computation of database operations using graphics processors.,"naga k. govindaraju, brandon lloyd, wei wang 0010, ming c. lin, dinesh manocha",2004,sigmod conference,53e9b93eb7602d9704527141
catalog management in websphere commerce suite.,thomas maguire,2001,sigmod conference,53e99e31b7602d97026f63b6
building dynamic application networks with web services.,matthew mihic,2004,sigmod conference,53e9b365b7602d9703e41ee0
birn-m: a semantic mediator for solving real-world neuroscience problems.,"amarnath gupta, bertram ludäscher, maryann e. martone",2003,sigmod conference,53e9a24db7602d9702b5387f
