Title_acm,Authors_acm,Year_acm,Venue_acm,Index_acm,bucket_acm,ToKeep_acm,isSigmod_acm,isVLDB_acm,Authors_new_acm,Title_dblp,Authors_dblp,Year_dblp,Venue_dblp,Index_dblp,bucket_dblp,ToKeep_dblp,isSigmod_dblp,isVLDB_dblp,Authors_new_dblp
data mining-based intrusion detectors: an overview of the columbia ids project,"salvatore j. stolfo, wenke lee, philip k. chan, wei fan, eleazar eskin",2001,acm sigmod record,539089ab20f70186a0d97055,"c, e, f, l, p, s, w",False,True,False,"p chan, e eskin, w fan, w lee, s stolfo",data mining-based intrusion detectors: an overview of the columbia ids project.,"salvatore j. stolfo, wenke lee, philip k. chan, wei fan, eleazar eskin",2001,sigmod record,53e9987db7602d97020b8d3e,"c, e, f, l, p, s, w",True,True,False,"p chan, e eskin, w fan, w lee, s stolfo"
spatial operators,"eliseo clementini, paolino di felice",2000,acm sigmod record,5390880d20f70186a0d7b5c7,"c, e, f, p",False,True,False,"e clementini, p felice",spatial operators.,"eliseo clementini, paolino di felice",2000,sigmod record,53e997c2b7602d9701fafd6b,"c, e, f, p",True,True,False,"e clementini, p felice"
a scalable hash ripple join algorithm,"gang luo, curt j. ellmann, peter j. haas, jeffrey f. naughton",2002,proceedings of the 2002 acm sigmod international conference on management of data,5390882d20f70186a0d8dab7,"c, e, g, h, j, l, n, p",False,True,False,"c ellmann, p haas, g luo, j naughton",a scalable hash ripple join algorithm.,"gang luo, curt j. ellmann, peter j. haas, jeffrey f. naughton",2002,sigmod conference,53e9bb1db7602d970475ac9e,"c, e, g, h, j, l, n, p",True,True,False,"c ellmann, p haas, g luo, j naughton"
ordpaths: insert-friendly xml node labels,"patrick o'neil, elizabeth o'neil, shankar pal, istvan cseri, gideon schaller, nigel westbury",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacde,"c, e, g, i, n, o, p, s, w",False,True,False,"i cseri, e o'neil, p o'neil, s pal, g schaller, n westbury",ordpaths: insert-friendly xml node labels.,"patrick e. o'neil, elizabeth j. o'neil, shankar pal, istvan cseri, gideon schaller, nigel westbury",2004,sigmod conference,53e9b4abb7602d9703fba31d,"c, e, g, i, n, o, p, s, w",True,True,False,"i cseri, e o'neil, p o'neil, s pal, g schaller, n westbury"
locking protocols for materialized aggregate join views,"gang luo, jeffrey f. naughton, curt j. ellmann, michael w. watzke",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe55,"c, e, g, j, l, m, n, w",False,False,True,"c ellmann, g luo, j naughton, m watzke",locking protocols for materialized aggregate join views.,"gang luo, jeffrey f. naughton, curt j. ellmann, michael watzke",2003,vldb,53e9b911b7602d97044fa6aa,"c, e, g, j, l, m, n, w",True,False,True,"c ellmann, g luo, j naughton, m watzke"
toward a progress indicator for database queries,"gang luo, jeffrey f. naughton, curt j. ellmann, michael w. watzke",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacc9,"c, e, g, j, l, m, n, w",False,True,False,"c ellmann, g luo, j naughton, m watzke",toward a progress indicator for database queries.,"gang luo, jeffrey f. naughton, curt j. ellmann, michael watzke",2004,sigmod conference,53e9b7c7b7602d9704374e05,"c, e, g, j, l, m, n, w",True,True,False,"c ellmann, g luo, j naughton, m watzke"
cache invalidation scheme for mobile computing systems with real-time data,"joe chun-hung yuen, edward chan, kam-yiu lam, h. w. leung",2000,acm sigmod record,5390880d20f70186a0d7cd63,"c, e, h, j, k, l, y",False,True,False,"e chan, k lam, h leung, j yuen",cache invalidation scheme for mobile computing systems with real-time data.,"joe chun-hung yuen, edward chan, kam-yiu lam, hei-wing leung",2000,sigmod record,53e9a15bb7602d9702a4e028,"c, e, h, j, k, l, y",True,True,False,"e chan, k lam, h leung, j yuen"
spatially-decaying aggregation over a network: model and algorithms,"edith cohen, haim kaplan",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacc2,"c, e, h, k",False,True,False,"e cohen, h kaplan",spatially-decaying aggregation over a network: model and algorithms.,"edith cohen, haim kaplan",2004,sigmod conference,53e9b4a5b7602d9703fb482d,"c, e, h, k",True,True,False,"e cohen, h kaplan"
3d geographic network displays,"kenneth c. cox, stephen g. eick, taosong he",1996,acm sigmod record,539087dd20f70186a0d62b49,"c, e, h, k, s, t",False,True,False,"k cox, s eick, t he",3d geographic network displays.,"kenneth c. cox, stephen g. eick, taosong he",1996,sigmod record,53e9993fb7602d970217c102,"c, e, h, k, s, t",True,True,False,"k cox, s eick, t he"
on the issue of valid time(s) in temporal databases,"stavros kokkotos, efstathios v. ioannidis, themis panayiotopoulos, constantine d. spyropoulos",1995,acm sigmod record,539087cf20f70186a0d5b53c,"c, e, i, k, p, s, t",False,True,False,"e ioannidis, s kokkotos, t panayiotopoulos, c spyropoulos",on the issue of valid time(s) in temporal databases.,"stavros kokkotos, efstathios v. ioannidis, themis panayiotopoulos, constantine d. spyropoulos",1995,sigmod record,53e9afb9b7602d9703a05ea6,"c, e, i, k, p, s, t",True,True,False,"e ioannidis, s kokkotos, t panayiotopoulos, c spyropoulos"
xperanto: middleware for publishing object-relational data as xml documents,"michael j. carey, jerry kiernan, jayavel shanmugasundaram, eugene j. shekita, subbu n. subramanian",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47e3,"c, e, j, k, m, s",False,False,True,"m carey, j kiernan, j shanmugasundaram, e shekita, s subramanian",xperanto: middleware for publishing object-relational data as xml documents.,"michael j. carey, jerry kiernan, jayavel shanmugasundaram, eugene j. shekita, subbu n. subramanian",2000,vldb,53e9a0dfb7602d97029cc607,"c, e, j, k, m, s",True,False,True,"m carey, j kiernan, j shanmugasundaram, e shekita, s subramanian"
view management in multimedia databases,"k. sel&#231/uk candan, eric lemar, v. s. subrahmanian",2000,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbabb9,"c, e, k, l, s, v",False,False,True,"k candan, e lemar, v subrahmanian",view management in multimedia databases.,"k. selçuk candan, eric lemar, v. s. subrahmanian",2000,vldb j.,53e9b47cb7602d9703f80aeb,"c, e, k, l, s, v",True,False,True,"k candan, e lemar, v subrahmanian"
locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh, kaushik chakrabarti, michael pazzani, sharad mehrotra",2001,sigmod '01 proceedings of the 2001 acm sigmod international conference on management of data,5390881220f70186a0d7e2f2,"c, e, k, m, p, s",False,True,False,"k chakrabarti, e keogh, s mehrotra, m pazzani",locally adaptive dimensionality reduction for indexing large time series databases.,"eamonn j. keogh, kaushik chakrabarti, sharad mehrotra, michael j. pazzani",2001,sigmod conference,53e9b179b7602d9703c00992,"c, e, k, m, p, s",True,True,False,"k chakrabarti, e keogh, s mehrotra, m pazzani"
xcache: a semantic caching system for xml queries,"li chen, elke a. rundensteiner, song wang",2002,proceedings of the 2002 acm sigmod international conference on management of data,5390882d20f70186a0d8dade,"c, e, l, r, s, w",False,True,False,"l chen, e rundensteiner, s wang",xcache: a semantic caching system for xml queries.,"li chen, elke a. rundensteiner, song wang",2002,sigmod conference,53e9bc6db7602d97048e6f1b,"c, e, l, r, s, w",True,True,False,"l chen, e rundensteiner, s wang"
exploiting versions for handling updates in broadcast disks,"evaggelia pitoura, panos k. chrysanthis",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4677,"c, e, p",False,False,True,"p chrysanthis, e pitoura",exploiting versions for handling updates in broadcast disks.,"evaggelia pitoura, panos k. chrysanthis",1999,vldb,53e9a0a6b7602d97029901cd,"c, e, p",True,False,True,"p chrysanthis, e pitoura"
“one size fits all” database architectures do not work for dss,clark d. french,1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,539087d420f70186a0d5df5c,"c, f",False,True,False,c french,``one size fits all'' database architectures do not work for dds.,clark d. french,1995,sigmod conference,53e9afe9b7602d9703a3d913,"c, f",True,True,False,c french
querying a multilevel database: a logical analysis,frédéric cuppens,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ed1,"c, f",False,False,True,f cuppens,querying a multilevel database: a logical analysis.,frédéric cuppens,1996,vldb,53e9a32eb7602d9702c37222,"c, f",True,False,True,f cuppens
indexing and mining streams,christos faloutsos,2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacfb,"c, f",False,True,False,c faloutsos,indexing and mining streams.,christos faloutsos,2004,sigmod conference,53e99a98b7602d970231120a,"c, f",True,True,False,c faloutsos
anatomy of a native xml base management system,"t. fiebig, s. helmer, c.-c. kanne, g. moerkotte, j. neumann, r. schiele, t. westmann",2002,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbab13,"c, f, g, h, j, k, m, n, r, s, t, w",False,False,True,"t fiebig, s helmer, c kanne, g moerkotte, j neumann, r schiele, t westmann",anatomy of a native xml base management system.,"thorsten fiebig, sven helmer, carl-christian kanne, guido moerkotte, julia neumann, robert schiele, till westmann",2002,vldb j.,53e9a6fdb7602d9703033ff0,"c, f, g, h, j, k, m, n, r, s, t, w",True,False,True,"t fiebig, s helmer, c kanne, g moerkotte, j neumann, r schiele, t westmann"
engineering federated information systems: report of eefis '99 workshop,"s. conrad, w. hasselbring, u. hohenstein, r.-d. kutsche, m. roantree, g. saake, f. saltor",1999,acm sigmod record,539087fe20f70186a0d758e0,"c, f, g, h, k, m, r, s, u, w",False,True,False,"s conrad, w hasselbring, u hohenstein, r kutsche, m roantree, g saake, f saltor",engineering federated information systems: report of efis '99 workshop.,"stefan conrad, wilhelm hasselbring, uwe hohenstein, ralf-detlef kutsche, mark roantree, gunter saake, fèlix saltor",1999,sigmod record,53e9b275b7602d9703d174f6,"c, f, g, h, k, m, r, s, u, w",True,True,False,"s conrad, w hasselbring, u hohenstein, r kutsche, m roantree, g saake, f saltor"
implementation of two semantic query optimization techniques in db2 universal database,"qi cheng, jarek gryz, fred koo, t. y. cliff leung, linqi liu, xiaoyan qian, k. bernhard schiefer",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da45e4,"c, f, g, j, k, l, q, s, t, x",False,False,True,"q cheng, j gryz, f koo, t leung, l liu, x qian, k schiefer",implementation of two semantic query optimization techniques in db2 universal database.,"qi cheng, jarek gryz, fred koo, t. y. cliff leung, linqi liu, xiaoyan qian, k. bernhard schiefer",1999,vldb,53e9b421b7602d9703f1a155,"c, f, g, j, k, l, q, s, t, x",True,False,True,"q cheng, j gryz, f koo, t leung, l liu, x qian, k schiefer"
statistics on views,"césar a. galindo-legaria, milind m. joshi, florian waas, ming-chuan wu",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe73,"c, f, g, j, m, w",False,False,True,"c galindo-legaria, m joshi, f waas, m wu",statistics on views.,"césar a. galindo-legaria, milind joshi, florian waas, ming-chuan wu",2003,vldb,53e99821b7602d970203ea94,"c, f, g, j, m, w",True,False,True,"c galindo-legaria, m joshi, f waas, m wu"
telcordia's database reconciliation and data quality analysis tool,"francesco caruso, munir cochinwala, uma ganapathy, gail lalk, paolo missier",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47eb,"c, f, g, l, m, p, u",False,False,True,"f caruso, m cochinwala, u ganapathy, g lalk, p missier",telcordia's database reconciliation and data quality analysis tool.,"francesco caruso, munir cochinwala, uma ganapathy, gail lalk, paolo missier",2000,vldb,53e9b65bb7602d97041bb03f,"c, f, g, l, m, p, u",True,False,True,"f caruso, m cochinwala, u ganapathy, g lalk, p missier"
secure xml querying with security views,"wenfei fan, chee-yong chan, minos garofalakis",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacb8,"c, f, g, m, w",False,True,False,"c chan, w fan, m garofalakis",secure xml querying with security views.,"wenfei fan, chee yong chan, minos n. garofalakis",2004,sigmod conference,53e9ae2eb7602d9703842dff,"c, f, g, m, w",True,True,False,"c chan, w fan, m garofalakis"
query processing for sql updates,"césar a. galindo-legaria, stefano stefani, florian waas",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacce,"c, f, g, s, w",False,True,False,"c galindo-legaria, s stefani, f waas",query processing for sql updates.,"césar a. galindo-legaria, stefano stefani, florian waas",2004,sigmod conference,53e9acfdb7602d97036d9a2b,"c, f, g, s, w",True,True,False,"c galindo-legaria, s stefani, f waas"
analysis of n-dimensional quadtrees using the hausdorff fractal dimension,"christos faloutsos, volker gaede",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e3b,"c, f, g, v",False,False,True,"c faloutsos, v gaede",analysis of n-dimensional quadtrees using the hausdorff fractal dimension,"christos faloutsos, volker gaede",1996,vldb,53e9b2d2b7602d9703d7fdf2,"c, f, g, v",True,False,True,"c faloutsos, v gaede"
"counting, enumerating, and sampling of execution plans in a cost-based query optimizer","florian waas, césar galindo-legaria",2000,sigmod '00 proceedings of the 2000 acm sigmod international conference on management of data,5390880220f70186a0d75f21,"c, f, g, w",False,True,False,"c galindo-legaria, f waas","counting, enumerating, and sampling of execution plans in a cost-based query optimizer.","florian waas, césar a. galindo-legaria",2000,sigmod conference,53e99db7b7602d970267495d,"c, f, g, w",True,True,False,"c galindo-legaria, f waas"
